Ημερομηνία,Ημέρα,Ώρα,Τμήμα,Εβδομάδα,Θέμα Εβδομάδας,Θεωρία,Πράξη / Ρόλος Συνεδρίας,Moodle,Milestone
2026-11-10,Τρίτη,10:55-11:40,Α5 Ομάδα 2,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-10,Τρίτη,12:40-13:25,Α4 Ομάδα 2,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-11,Τετάρτη,10:00-10:45,Α2 Ομάδα 2,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-11,Τετάρτη,10:55-11:40,Α5 Ομάδα 1,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-12,Πέμπτη,10:55-11:40,Α3 Ομάδα 1,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-12,Πέμπτη,12:40-13:25,Α2 Ομάδα 1,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-13,Παρασκευή,10:00-10:45,Α4 Ομάδα 1,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",🔧 HANDS-ON LEAD: πλήρες Betaflight config + ενεργοποίηση GPS Rescue + prop install/balance + πρώτη δοκιμαστική πτήση (hover),Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-13,Παρασκευή,12:40-13:25,Α1 Ομάδα 1,W8,Betaflight + GPS Rescue + Props + πρώτη πτήση,"14β.12 Betaflight setup, GPS Rescue config, 14β.13-14 prop install/balance",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο πρώτης πτήσης (hover χωρίς payload),Πρώτη επιτυχής πτήση
2026-11-16,Δευτέρα,12:40-13:25,Α3 Ομάδα 2,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-17,Τρίτη,10:55-11:40,Α5 Ομάδα 2,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-17,Τρίτη,12:40-13:25,Α4 Ομάδα 2,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-18,Τετάρτη,10:00-10:45,Α2 Ομάδα 2,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση","🔧 HANDS-ON LEAD (μέρος Α, αναπλήρωση από W6): τοποθέτηση servo + μηχανισμού ρίψης, δοκιμή στο έδαφος",Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-18,Τετάρτη,10:55-11:40,Α5 Ομάδα 1,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-19,Πέμπτη,10:55-11:40,Α3 Ομάδα 1,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-19,Πέμπτη,12:40-13:25,Α2 Ομάδα 1,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-20,Παρασκευή,10:00-10:45,Α4 Ομάδα 1,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση",👀 Θεωρία + παρακολούθηση προόδου + Moodle,Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-20,Παρασκευή,12:40-13:25,Α1 Ομάδα 1,W9,Μηχανισμός ρίψης & πτήση με payload,"Πώς λειτουργεί ο servo-release, επίδραση βάρους στην ώθηση","🔧 HANDS-ON LEAD (μέρος Β): πτήση με πλήρες payload (σωσίβιο/stand-in), δοκιμή ρίψης εν πτήσει",Βίντεο δοκιμής ρίψης payload,Επιτυχημένη ρίψη payload εν πτήσει
2026-11-23,Δευτέρα,12:40-13:25,Α3 Ομάδα 2,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-24,Τρίτη,10:55-11:40,Α5 Ομάδα 2,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-24,Τρίτη,12:40-13:25,Α4 Ομάδα 2,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-25,Τετάρτη,10:00-10:45,Α2 Ομάδα 2,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-25,Τετάρτη,10:55-11:40,Α5 Ομάδα 1,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-26,Πέμπτη,10:55-11:40,Α3 Ομάδα 1,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-26,Πέμπτη,12:40-13:25,Α2 Ομάδα 1,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-27,Παρασκευή,10:00-10:45,Α4 Ομάδα 1,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-27,Παρασκευή,12:40-13:25,Α1 Ομάδα 1,W10,Τελική πρόβα & προετοιμασία συνεδρίου,Πώς παρουσιάζουμε σε κοινό· SAR θεματικό (Κεφ.16),"🔧 ΟΛΟΙ: πρόβα παρουσίασης/πτήσης, επιλογή αντιπροσωπείας, τελικός έλεγχος",Υλικό παρουσίασης + checklist συνεδρίου,Έτοιμοι για το συνέδριο
2026-11-30,Δευτέρα,12:40-13:25,Α3 Ομάδα 2,ΣΥΝΕΔΡΙΟ,ΣΥΝΕΔΡΙΟ ΝΑΥΑΓΟΣΩΣΤΩΝ,—,"🎤 Παρουσίαση, επίδειξη πτήσης+ρίψης, ΔΩΡΕΑ (⚠ επιβεβαίωσε ακριβή ημερομηνία/ώρα/τοποθεσία συνεδρίου — αν είναι άλλη μέρα, μετακίνησε αυτή τη σειρά)",—,🎉 ΔΩΡΕΑ ΟΛΟΚΛΗΡΩΘΗΚΕ
